Country_clean,Year,GDP,Population,GDP_per_capita,Rank_pc,Region
Yemen,2023,19412.0,39390799.0,492.80543915852024,191.0,Asia
Zambia,2023,27578.0,20723965.0,1330.7299061738427,166.0,Africa
Zimbabwe,2023,35144.0,16340822.0,2150.687401160113,150.0,Africa
Afghanistan,2024,,42647492.0,,,Asia
Albania,2024,27259.0,2714617.0,10041.563874388174,84.0,Europe
Algeria,2024,264913.0,46814308.0,5658.804141673952,112.0,Africa
Andorra,2024,4038.0,81938.0,49281.163806780736,24.0,Europe
Angola,2024,115946.0,37885849.0,3060.403899091716,139.0,Africa
Antigua and Barbuda,2024,2225.0,93772.0,23727.765217762233,53.0,North America
Argentina,2024,632145.0,45696159.0,13833.657222700052,69.0,South America
Armenia,2024,25533.0,3033500.0,8417.010054392616,89.0,Asia
Aruba,2024,3952.0,107624.0,36720.434103917345,31.0,North America
Australia,2024,1796805.0,27204809.0,66047.33008785322,12.0,Oceania
Austria,2024,521269.0,9178482.0,56792.50664761341,15.0,Europe
Azerbaijan,2024,74316.0,10202850.0,7283.847160352255,99.0,Asia
Bahamas,2024,14761.0,401283.0,36784.51367239579,30.0,North America
Bahrain,2024,46943.0,1588670.0,29548.616138027406,42.0,Asia
Bangladesh,2024,451096.0,173562364.0,2599.042727949937,145.0,Asia
Barbados,2024,7167.0,282467.0,25372.875415535265,47.0,North America
Belarus,2024,71180.0,9133712.0,7793.107555832722,93.0,Europe
Belgium,2024,664965.0,11876844.0,55988.35852352696,16.0,Europe
Belize,2024,3427.0,417072.0,8216.806690451529,90.0,North America
Benin,2024,21249.0,14462724.0,1469.2252994664075,161.0,Africa
Bhutan,2024,3092.0,791524.0,3906.388182796731,131.0,Asia
Bolivia,2024,48404.0,12413315.0,3899.361290678598,132.0,South America
Bosnia and Herzegovina,2024,28795.0,3164253.0,9100.094082236787,87.0,Europe
Botswana,2024,19356.0,2521139.0,7677.482280826245,94.0,Africa
Brazil,2024,2171337.0,211998573.0,10242.224602143902,83.0,South America
Brunei,2024,15463.0,462721.0,33417.54534589958,35.0,Asia
Bulgaria,2024,112232.0,6444366.0,17415.522333771856,62.0,Europe
Burkina Faso,2024,23975.0,23548781.0,1018.099408202913,171.0,Africa
Burundi,2024,4743.0,14047786.0,337.6332754499535,191.0,Africa
Cape Verde,2024,2726.0,524877.0,5193.597738136745,114.0,Africa
Cambodia,2024,47328.0,17638801.0,2683.175574122073,144.0,Asia
Cameroon,2024,52784.0,29123744.0,1812.4043392223198,156.0,Africa
Canada,2024,2241253.0,41288599.0,54282.61201112685,18.0,North America
Central African Republic,2024,2831.0,5330690.0,531.07571440095,188.0,Africa
Chad,2024,19078.0,20299123.0,939.8435587586715,175.0,Africa
Chile,2024,330210.0,19764771.0,16706.998527835207,64.0,South America
China,2024,18748009.0,1408975000.0,13306.133181923029,73.0,Asia
Colombia,2024,418542.0,52886363.0,7913.987203090521,92.0,South America
Comoros,2024,1456.0,866628.0,1680.0749571903978,159.0,Africa
Democratic Republic of the Congo,2024,71011.0,109276265.0,649.8300431479792,182.0,Africa
Republic of the Congo,2024,14893.0,6332961.0,2351.6645689117618,148.0,Africa
Costa Rica,2024,95365.0,5129910.0,18589.994756243286,60.0,North America
Ivory Coast,2024,87096.0,31934230.0,2727.3555679908363,142.0,Africa
Croatia,2024,92506.0,3866300.0,23926.23438429506,50.0,Europe
Cyprus,2024,36156.0,1358282.0,26618.920076979597,45.0,Asia
Czech Republic,2024,344931.0,10882164.0,31696.912489096838,38.0,Europe
Denmark,2024,429458.0,5976992.0,71851.86127068599,10.0,Europe
Djibouti,2024,4257.0,1168722.0,3642.4402039150455,134.0,Africa
Dominica,2024,697.0,66205.0,10527.905747300052,82.0,North America
Dominican Republic,2024,124613.0,11427557.0,10904.605420038597,81.0,North America
Ecuador,2024,121728.0,18135478.0,6712.147316988281,103.0,South America
Egypt,2024,383109.0,116538258.0,3287.4097019710043,137.0,Africa
El Salvador,2024,35337.0,6338193.0,5575.248339708179,113.0,North America
Equatorial Guinea,2024,12544.0,1892516.0,6628.213447072574,105.0,Africa
Eritrea,2024,,3535603.0,,,Africa
Estonia,2024,42752.0,1371986.0,31160.66782022557,39.0,Europe
Eswatini,2024,5199.0,1242822.0,4183.221732476573,127.0,Africa
Ethiopia,2024,143123.0,132059767.0,1083.7744397958843,169.0,Africa
Fiji,2024,5949.0,928784.0,6405.149098175679,106.0,Oceania
Finland,2024,298833.0,5637214.0,53010.76027981198,21.0,Europe
France,2024,3162023.0,68516699.0,46149.66929448834,26.0,Europe
Gabon,2024,20774.0,2538952.0,8182.11608569205,91.0,Africa
Gambia,2024,2558.0,2759988.0,926.8156238360457,177.0,Africa
Georgia,2024,33775.0,3673850.0,9193.353022034105,86.0,Asia
Germany,2024,4658526.0,83510950.0,55783.41522878138,17.0,Europe
Ghana,2024,82825.0,34427414.0,2405.7862725326972,147.0,Africa
Greece,2024,257067.0,10388805.0,24744.616921773006,49.0,Europe
Grenada,2024,1392.0,117207.0,11876.423763085822,76.0,North America
Guatemala,2024,112575.0,18406359.0,6116.092813358688,109.0,North America
Guinea,2024,25758.0,14754785.0,1745.73875525804,158.0,Africa
Guinea-Bissau,2024,2184.0,2201352.0,992.1175713834044,173.0,Africa
Guyana,2024,24659.0,831087.0,29670.780556066933,41.0,South America
Haiti,2024,26229.0,11772557.0,2227.9781699082027,150.0,North America
Honduras,2024,36965.0,10825703.0,3414.5588512819904,135.0,North America
Hong Kong,2024,407107.0,7524100.0,54107.06928403397,20.0,Asia
Hungary,2024,223060.0,9562314.0,23326.989680531304,55.0,Europe
Iceland,2024,33463.0,404610.0,82704.33256716344,7.0,Europe
India,2024,3909097.0,1450935791.0,2694.190207621669,143.0,Asia
Indonesia,2024,1396300.0,283487931.0,4925.43014115123,117.0,Asia
Iran,2024,401357.0,91567738.0,4383.170413142672,124.0,Asia
Iraq,2024,277478.0,46042015.0,6026.625898106327,110.0,Asia
Ireland,2024,577216.0,5380257.0,107284.09442151184,2.0,Europe
Israel,2024,540381.0,9974400.0,54176.792589027915,19.0,Asia
Italy,2024,2372059.0,58986023.0,40213.91643915373,28.0,Europe
Jamaica,2024,20069.0,2839175.0,7068.602675072864,100.0,North America
Japan,2024,4026211.0,123975371.0,32475.893941870116,36.0,Asia
Jordan,2024,53428.0,11552876.0,4624.649308103021,120.0,Asia
Kazakhstan,2024,284810.0,20592571.0,13830.715941200348,70.0,Asia
Kenya,2024,120899.0,56432944.0,2142.3479164935998,152.0,Africa
Kiribati,2024,308.0,134518.0,2289.6564028605835,149.0,Oceania
South Korea,2024,1869714.0,51751065.0,36128.99560617738,32.0,Asia
Kosovo,2024,11151.0,1527324.0,7301.004894835673,98.0,
Kuwait,2024,158568.0,4973861.0,31880.263642269056,37.0,Asia
Kyrgyzstan,2024,17491.0,7224614.0,2421.028998919527,146.0,Asia
Laos,2024,15879.0,7769819.0,2043.6769505184097,155.0,Asia
Latvia,2024,43508.0,1862441.0,23360.740018073055,54.0,Europe
Lebanon,2024,28280.0,5805962.0,4870.855165776145,119.0,Asia
Lesotho,2024,2309.0,2337423.0,987.8400272436782,174.0,Africa
Liberia,2024,4818.0,5612817.0,858.3924970295665,179.0,Africa
Libya,2024,42159.0,7381023.0,5711.80986700624,111.0,Africa
Lithuania,2024,84847.0,2888055.0,29378.595629238363,43.0,Europe
Luxembourg,2024,93169.0,677717.0,137474.7866734935,1.0,Europe
Macau,2024,50182.0,687000.0,73045.12372634643,9.0,Asia
Madagascar,2024,17420.0,31964956.0,544.9718122558968,186.0,Africa
Malawi,2024,11797.0,21655286.0,544.763066163153,187.0,Africa
Malaysia,2024,419617.0,35557673.0,11801.025337062974,78.0,Asia
Maldives,2024,7019.0,527799.0,13298.6231501007,74.0,Asia
Mali,2024,22724.0,24478595.0,928.3212537320871,176.0,Africa
Malta,2024,24315.0,574346.0,42335.10810556703,27.0,Europe
Marshall Islands,2024,280.0,37548.0,7457.121551081283,96.0,Oceania
Mauritania,2024,10697.0,5169395.0,2069.2943758408865,154.0,Africa
Mauritius,2024,14953.0,1259509.0,11872.08666234223,77.0,Africa
Mexico,2024,1852723.0,130861007.0,14157.945460407469,67.0,North America
Federated States of Micronesia,2024,471.0,113160.0,4162.248144220573,128.0,Oceania
Moldova,2024,18126.0,2389275.0,7586.401732743197,95.0,Europe
Mongolia,2024,23586.0,3524788.0,6691.4662669074,104.0,Asia
Montenegro,2024,8023.0,623831.0,12860.854943085547,75.0,Europe
Morocco,2024,155350.0,38081173.0,4079.4436662967287,129.0,Africa
Mozambique,2024,21944.0,34631766.0,633.637914970897,184.0,Africa
Myanmar,2024,61176.0,54500091.0,1122.4935385887704,168.0,Asia
Namibia,2024,13370.0,3030131.0,4412.350489137269,123.0,Africa
Nauru,2024,161.0,11947.0,13476.1864903323,72.0,Oceania
Nepal,2024,43419.0,29651054.0,1464.332431487933,162.0,Asia
Netherlands,2024,1227174.0,17994237.0,68198.168113491,11.0,Europe
New Zealand,2024,257728.0,5338500.0,48277.231432050205,25.0,Oceania
Nicaragua,2024,19710.0,6916140.0,2849.855555266377,141.0,North America
Niger,2024,19866.0,27032412.0,734.8955764657627,181.0,Africa
Nigeria,2024,187640.0,232679478.0,806.4312401457253,180.0,Africa
North Macedonia,2024,16679.0,1792179.0,9306.548062442424,85.0,Europe
Norway,2024,483727.0,5572272.0,86809.6532258296,5.0,Europe
Oman,2024,106943.0,5281538.0,20248.457930246834,56.0,Asia
Pakistan,2024,373078.0,251269164.0,1484.774311582459,160.0,Asia
Palau,2024,306.0,17695.0,17293.020627295846,63.0,Oceania
Panama,2024,87688.0,4515577.0,19419.0022670414,58.0,North America
Papua New Guinea,2024,31654.0,10576502.0,2992.860966697685,140.0,Oceania
Paraguay,2024,43989.0,6929153.0,6348.394962558916,107.0,South America
Peru,2024,289070.0,34217848.0,8447.930448460698,88.0,South America
Philippines,2024,461617.0,115843670.0,3984.827138159556,130.0,Asia
Poland,2024,908583.0,36554707.0,24855.431066647587,48.0,Europe
Portugal,2024,308590.0,10701636.0,28835.778006278666,44.0,Europe
Puerto Rico,2024,120978.0,3203295.0,37766.737062930515,29.0,North America
Qatar,2024,221452.0,2857822.0,77489.78067913257,8.0,Asia
Romania,2024,384148.0,19069340.0,20144.797879737842,57.0,Europe
Russia,2024,2161205.0,143533851.0,15057.1101168323,66.0,Europe
Rwanda,2024,14251.0,14256567.0,999.6095132860527,172.0,Africa
Samoa,2024,1068.0,218019.0,4898.655621757736,118.0,Oceania
San Marino,2024,2063.0,33977.0,60717.544221090735,13.0,Europe
Sao Tome and Principe,2024,796.0,235536.0,3379.525847428843,136.0,Africa
Saudi Arabia,2024,1085358.0,35300280.0,30746.441671284192,40.0,Asia
Senegal,2024,32892.0,18501984.0,1777.7552937025564,157.0,Africa
Serbia,2024,89074.0,6587202.0,13522.28153926356,71.0,Europe
Seychelles,2024,2168.0,121354.0,17865.088913426833,61.0,Africa
Sierra Leone,2024,7653.0,8642022.0,885.5566440353889,178.0,Africa
Singapore,2024,547387.0,6036860.0,90674.12529029993,4.0,Asia
Slovakia,2024,140636.0,5422069.0,25937.700165748538,46.0,Europe
Slovenia,2024,72463.0,2126324.0,34079.00207118012,34.0,Europe
Solomon Islands,2024,1777.0,819198.0,2169.1947490106177,151.0,Oceania
Somalia,2024,12134.0,19009151.0,638.3241418830331,183.0,Africa
South Africa,2024,400191.0,64007187.0,6252.28226324022,108.0,Africa
South Sudan,2024,5423.0,11943408.0,454.05800421454245,190.0,Africa
Spain,2024,1722227.0,48807137.0,35286.37625271894,33.0,Europe
Sri Lanka,2024,98964.0,21916000.0,4515.605037415587,122.0,Asia
Saint Kitts and Nevis,2024,1117.0,46843.0,23845.611937749505,52.0,North America
Saint Lucia,2024,2523.0,179744.0,14036.629873598005,68.0,North America
Saint Vincent and the Grenadines,2024,1162.0,100616.0,11548.859028385148,79.0,North America
Sudan,2024,28270.0,50448963.0,560.3683072732338,185.0,Africa
Suriname,2024,4458.0,634431.0,7026.768868482151,101.0,South America
Sweden,2024,610118.0,10569709.0,57723.25425420889,14.0,Europe
Switzerland,2024,936738.0,9034102.0,103689.11043953233,3.0,Europe
Syria,2024,,24672760.0,,,Asia
Tajikistan,2024,13544.0,10590927.0,1278.8304555399163,164.0,Asia
Tanzania,2024,80171.0,68560157.0,1169.3526314416113,166.0,Africa
Thailand,2024,526411.0,71668011.0,7345.131986431157,97.0,Asia
Timor-Leste,2024,2015.0,1400638.0,1438.6301099927318,163.0,
Togo,2024,9776.0,9515236.0,1027.4048904304634,170.0,Africa
Tonga,2024,539.0,104175.0,5173.986081113511,115.0,Oceania
Trinidad and Tobago,2024,25524.0,1368333.0,18653.354117747655,59.0,North America
Tunisia,2024,53063.0,12277109.0,4322.1087309724135,125.0,Africa
Turkey,2024,1322405.0,85518661.0,15463.350156990882,65.0,Asia
Turkmenistan,2024,82515.0,7494498.0,11010.076992481685,80.0,Asia
Tuvalu,2024,65.0,9646.0,6738.544474393531,102.0,Oceania
Uganda,2024,56453.0,50015092.0,1128.7193073642652,167.0,Africa
Ukraine,2024,190426.0,37860221.0,5029.711791698205,116.0,Europe
United Arab Emirates,2024,537079.0,10876981.0,49377.5800472576,23.0,Asia
United Kingdom,2024,3644636.0,69226000.0,52648.369109872016,22.0,Europe
United States,2024,29184900.0,340110988.0,85809.92978680242,6.0,North America
Uruguay,2024,80961.0,3386588.0,23906.362391882332,51.0,South America
Uzbekistan,2024,114962.0,36361859.0,3161.6095315698794,138.0,Asia
Vanuatu,2024,1206.0,327777.0,3679.3307645136783,133.0,Oceania
Venezuela,2024,119808.0,28405543.0,4217.768341904254,126.0,South America
Vietnam,2024,459472.0,100987686.0,4549.782435850644,121.0,Asia
Palestine,2024,,5289152.0,,,Asia
Yemen,2024,19101.0,40583164.0,470.6631547998574,189.0,Asia
Zambia,2024,26326.0,21314956.0,1235.0952073276624,165.0,Africa
Zimbabwe,2024,35224.0,16634373.0,2117.5429936553664,153.0,Africa
