Country_clean,Year,GDP,Population,GDP_per_capita,Rank_pc,Region
Vietnam,2021,370076.0,98935098.0,3740.5936566616633,126.0,Asia
Palestine,2021,18109.0,4922749.0,3678.63565662194,127.0,Asia
Yemen,2021,19394.0,37140230.0,522.1830882576656,188.0,Asia
Zambia,2021,22096.0,19603607.0,1127.1395106012887,166.0,Africa
Zimbabwe,2021,36016.0,15797210.0,2279.8962601623957,145.0,Africa
Afghanistan,2022,14501.0,40578842.0,357.35371650083067,192.0,Asia
Albania,2022,19185.0,2777689.0,6906.820741990914,94.0,Europe
Algeria,2022,225709.0,45477389.0,4963.103752504349,113.0,Africa
Andorra,2022,3376.0,79705.0,42356.18844489053,24.0,Europe
Angola,2022,142442.0,35635029.0,3997.2466417804794,123.0,Africa
Antigua and Barbuda,2022,1867.0,92840.0,20109.866436880657,53.0,North America
Argentina,2022,632318.0,45407904.0,13925.2849019413,65.0,South America
Armenia,2022,19514.0,2969200.0,6572.140643944497,97.0,Asia
Aruba,2022,3279.0,107310.0,30556.332121889853,36.0,North America
Australia,2022,1725461.0,26014399.0,66327.15212832708,10.0,Oceania
Austria,2022,472339.0,9041851.0,52239.19305903183,16.0,Europe
Azerbaijan,2022,78807.0,10141756.0,7770.547822290341,87.0,Asia
Bahamas,2022,13136.0,397538.0,33043.38201631039,35.0,North America
Bahrain,2022,46458.0,1524693.0,30470.396335524594,37.0,Asia
Bangladesh,2022,460201.0,169384897.0,2716.895119639858,140.0,Asia
Barbados,2022,6257.0,282318.0,22162.9509985194,46.0,North America
Belarus,2022,73735.0,9228071.0,7990.293962844456,86.0,Europe
Belgium,2022,593906.0,11680210.0,50847.202233521486,17.0,Europe
Belize,2022,2847.0,402733.0,7069.199693096915,92.0,North America
Benin,2022,17439.0,13759501.0,1267.415148267368,166.0,Africa
Bhutan,2022,2869.0,780914.0,3673.900070942511,130.0,Asia
Bolivia,2022,44329.0,12077154.0,3670.4839567335152,131.0,South America
Bosnia and Herzegovina,2022,24535.0,3204802.0,7655.699166438363,88.0,Europe
Botswana,2022,20321.0,2439892.0,8328.647333570503,85.0,Africa
Brazil,2022,1951849.0,210306415.0,9280.97699730177,82.0,South America
Brunei,2022,16682.0,455370.0,36633.94602191624,28.0,Asia
Bulgaria,2022,90719.0,6465097.0,14032.117383544284,63.0,Europe
Burkina Faso,2022,19588.0,22509038.0,870.2282167723027,176.0,Africa
Burundi,2022,3922.0,13321097.0,294.4201967750854,193.0,Africa
Cape Verde,2022,2309.0,519741.0,4442.59737061344,116.0,Africa
Cambodia,2022,39838.0,17201724.0,2315.9306590432448,147.0,Asia
Cameroon,2022,44442.0,27632771.0,1608.307758928701,159.0,Africa
Canada,2022,2190411.0,38935934.0,56256.79866829443,12.0,North America
Central African Republic,2022,2460.0,5098039.0,482.5384819535512,191.0,Africa
Chad,2022,17867.0,18455316.0,968.1221389002496,173.0,Africa
Chile,2022,301270.0,19553036.0,15407.837432509203,62.0,South America
China,2022,18307816.0,1412175000.0,12964.268592773558,68.0,Asia
Colombia,2022,345632.0,51737944.0,6680.435542626124,96.0,South America
Comoros,2022,1223.0,834188.0,1466.0963715613268,162.0,Africa
Democratic Republic of the Congo,2022,63324.0,102396968.0,618.4167484334106,184.0,Africa
Republic of the Congo,2022,13967.0,6035104.0,2314.293175395155,148.0,Africa
Costa Rica,2022,69235.0,5081765.0,13624.203401770841,66.0,North America
Ivory Coast,2022,71075.0,30395002.0,2338.377868835146,145.0,Africa
Croatia,2022,71260.0,3855641.0,18482.011162346287,56.0,Europe
Cyprus,2022,31001.0,1331370.0,23285.037217302477,44.0,Asia
Czech Republic,2022,301831.0,10672118.0,28282.20227699881,41.0,Europe
Denmark,2022,401946.0,5903037.0,68091.39092301132,9.0,Europe
Djibouti,2022,3563.0,1137096.0,3133.420573109043,137.0,Africa
Dominica,2022,607.0,66826.0,9083.290934666147,83.0,North America
Dominican Republic,2022,113813.0,11230734.0,10134.066037001678,78.0,North America
Ecuador,2022,116133.0,17823897.0,6515.578495544493,100.0,South America
Egypt,2022,475231.0,112618250.0,4219.840034807858,120.0,Africa
El Salvador,2022,31989.0,6280319.0,5093.53107700421,111.0,North America
Equatorial Guinea,2022,13717.0,1803545.0,7605.576794590654,90.0,Africa
Eritrea,2022,,3409447.0,,,Africa
Estonia,2022,38406.0,1348840.0,28473.354882714037,39.0,Europe
Eswatini,2022,4791.0,1218917.0,3930.5383385415084,125.0,Africa
Ethiopia,2022,118958.0,125384287.0,948.7472700626355,174.0,Africa
Fiji,2022,4970.0,919422.0,5405.570021165471,108.0,Oceania
Finland,2022,280474.0,5556106.0,50480.318410051936,18.0,Europe
France,2022,2797049.0,68065015.0,41093.78364200757,25.0,Europe
Gabon,2022,20485.0,2430747.0,8427.45049155671,84.0,Africa
Gambia,2022,2135.0,2636470.0,809.7949151706638,180.0,Africa
Georgia,2022,24985.0,3712502.0,6729.962704397196,95.0,Asia
Germany,2022,4166872.0,83797985.0,49725.20520630657,20.0,Europe
Ghana,2022,73919.0,33149152.0,2229.8911296433766,149.0,Africa
Greece,2022,219053.0,10436882.0,20988.356484245007,49.0,Europe
Grenada,2022,1231.0,116913.0,10529.1969242086,76.0,North America
Guatemala,2022,95631.0,17847877.0,5358.116262231077,109.0,North America
Guinea,2022,19589.0,14055137.0,1393.7252977327792,164.0,Africa
Guinea-Bissau,2022,1721.0,2105529.0,817.3717863776751,179.0,Africa
Guyana,2022,14718.0,821637.0,17913.019983277285,57.0,South America
Haiti,2022,19826.0,11503606.0,1723.459583021185,158.0,North America
Honduras,2022,31233.0,10463872.0,2984.8415576948955,139.0,North America
Hong Kong,2022,358680.0,7346100.0,48825.907624453794,21.0,Asia
Hungary,2022,178321.0,9605074.0,18565.29163648297,55.0,Europe
Iceland,2022,28696.0,382003.0,75119.82890186727,8.0,Europe
India,2022,3346107.0,1425423212.0,2347.448092489741,143.0,Asia
Indonesia,2022,1319101.0,278830529.0,4730.834190685052,115.0,Asia
Iran,2022,376254.0,89524246.0,4202.81674307539,121.0,Asia
Iraq,2022,288059.0,44070551.0,6536.314919230304,98.0,Asia
Ireland,2022,549003.0,5212836.0,105317.52773346409,3.0,Europe
Israel,2022,525183.0,9557500.0,54949.82997645828,14.0,Asia
Italy,2022,2105722.0,59013667.0,35681.93788059298,30.0,Europe
Jamaica,2022,17003.0,2839144.0,5988.776898952642,105.0,North America
Japan,2022,4262146.0,125124989.0,34063.10788966383,34.0,Asia
Jordan,2022,48722.0,11256263.0,4328.434756721658,118.0,Asia
Kazakhstan,2022,225496.0,20034609.0,11255.323225923701,73.0,Asia
Kenya,2022,114733.0,54252461.0,2114.7980733998406,151.0,Africa
Kiribati,2022,271.0,130469.0,2077.121768389426,152.0,Oceania
South Korea,2022,1799363.0,51672569.0,34822.40257882282,32.0,Asia
Kosovo,2022,9375.0,1768096.0,5302.31390150761,110.0,
Kuwait,2022,183977.0,4589643.0,40085.25281813858,26.0,Asia
Kyrgyzstan,2022,12269.0,6975220.0,1758.9409366299558,157.0,Asia
Laos,2022,15121.0,7559007.0,2000.3950254312504,155.0,Asia
Latvia,2022,38045.0,1879383.0,20243.345821474388,52.0,Europe
Lebanon,2022,24748.0,5744489.0,4308.1290607397805,119.0,Asia
Lesotho,2022,2275.0,2286110.0,995.1402163500444,171.0,Africa
Liberia,2022,3974.0,5373294.0,739.583577596908,181.0,Africa
Libya,2022,43281.0,7223805.0,5991.440798858774,104.0,Africa
Lithuania,2022,71082.0,2831639.0,25102.77616602964,42.0,Europe
Luxembourg,2022,80865.0,653103.0,123816.61085617429,1.0,Europe
Macau,2022,24998.0,677300.0,36908.31241694965,27.0,Asia
Madagascar,2022,15326.0,30437261.0,503.52756774008014,190.0,Africa
Malawi,2022,12531.0,20568728.0,609.2258111439852,187.0,Africa
Malaysia,2022,407605.0,34695493.0,11748.067681297971,71.0,Asia
Maldives,2022,6168.0,524106.0,11768.611693054458,70.0,Asia
Mali,2022,19319.0,23072640.0,837.3120717871903,178.0,Africa
Malta,2022,19254.0,531113.0,36252.17232491014,29.0,Europe
Marshall Islands,2022,253.0,40077.0,6312.84776804651,101.0,Oceania
Mauritania,2022,9564.0,4875637.0,1961.589839440467,156.0,Africa
Mauritius,2022,12908.0,1262523.0,10223.972157338916,77.0,Africa
Mexico,2022,1466465.0,128613117.0,11402.141820417897,72.0,North America
Federated States of Micronesia,2022,416.0,112114.0,3710.5089462511373,128.0,Oceania
Moldova,2022,14493.0,2528654.0,5731.507750763845,107.0,Europe
Mongolia,2022,17146.0,3433748.0,4993.377498872952,112.0,Asia
Montenegro,2022,6243.0,623591.0,10011.369631697698,80.0,Europe
Morocco,2022,130952.0,37329064.0,3508.044027034806,133.0,Africa
Mozambique,2022,18884.0,32656246.0,578.2660995388142,188.0,Africa
Myanmar,2022,61723.0,53756787.0,1148.1899020490193,167.0,Asia
Namibia,2022,12564.0,2889662.0,4347.913354572265,117.0,Africa
Nauru,2022,152.0,11801.0,12880.264384374206,69.0,Oceania
Nepal,2022,41183.0,29715436.0,1385.912695341236,165.0,Asia
Netherlands,2022,1047364.0,17700982.0,59169.82458939284,11.0,Europe
New Zealand,2022,245203.0,5117100.0,47918.35219167107,22.0,Oceania
Nicaragua,2022,15634.0,6730654.0,2322.805480715544,146.0,North America
Niger,2022,15458.0,25311973.0,610.6991343582738,186.0,Africa
Nigeria,2022,476468.0,223150896.0,2135.1830019091653,150.0,Africa
North Macedonia,2022,13957.0,1831712.0,7619.64763019514,89.0,Europe
Norway,2022,596298.0,5457127.0,109269.5845268032,2.0,Europe
Oman,2022,109853.0,4730226.0,23223.626101585844,45.0,Asia
Pakistan,2022,374850.0,243700667.0,1538.1574642961482,161.0,Asia
Palau,2022,248.0,17759.0,13964.750267470015,64.0,Oceania
Panama,2022,76523.0,4400773.0,17388.536059460464,58.0,North America
Papua New Guinea,2022,31653.0,10203169.0,3102.271460954925,138.0,Oceania
Paraguay,2022,41953.0,6760464.0,6205.6391395620185,102.0,South America
Peru,2022,244419.0,33475438.0,7301.442926601886,91.0,South America
Philippines,2022,404353.0,113964338.0,3548.0660625607284,132.0,Asia
Poland,2022,695734.0,36821749.0,18894.648377511887,54.0,Europe
Portugal,2022,257101.0,10434332.0,24639.909866774415,43.0,Europe
Puerto Rico,2022,113567.0,3220137.0,35267.754135926516,31.0,North America
Qatar,2022,235709.0,2657333.0,88701.340780399,6.0,Asia
Romania,2022,296928.0,19048502.0,15587.997418379671,61.0,Europe
Russia,2022,2295527.0,144236933.0,15914.973732837207,60.0,Europe
Rwanda,2022,13313.0,13651030.0,975.2377659414711,172.0,Africa
Samoa,2022,833.0,215261.0,3869.7209434128804,126.0,Oceania
San Marino,2022,1833.0,33755.0,54303.066212412974,15.0,Europe
Sao Tome and Principe,2022,546.0,226305.0,2412.673162325181,142.0,Africa
Saudi Arabia,2022,1108571.0,32175224.0,34454.18126692762,33.0,Asia
Senegal,2022,27750.0,17651103.0,1572.139712742031,160.0,Africa
Serbia,2022,66798.0,6664449.0,10023.034162314094,79.0,Europe
Seychelles,2022,2018.0,119878.0,16833.781010694205,59.0,Africa
Sierra Leone,2022,7119.0,8276807.0,860.1142928668024,177.0,Africa
Singapore,2022,509018.0,5637022.0,90299.09764411066,5.0,Asia
Slovakia,2022,116020.0,5431752.0,21359.590791332153,47.0,Europe
Slovenia,2022,59975.0,2112076.0,28396.23195377439,40.0,Europe
Solomon Islands,2022,1566.0,781066.0,2004.952206343638,154.0,Oceania
Somalia,2022,10203.0,17801897.0,573.1411657982293,189.0,Africa
South Africa,2022,406755.0,62378410.0,6520.765758537289,99.0,Africa
South Sudan,2022,8037.0,11021177.0,729.2324585659045,182.0,Africa
Spain,2022,1447636.0,47786102.0,30294.08006537131,38.0,Europe
Sri Lanka,2022,74584.0,22181000.0,3362.517469906677,135.0,Asia
Saint Kitts and Nevis,2022,981.0,46709.0,21002.37641568006,48.0,North America
Saint Lucia,2022,2343.0,178781.0,13105.419479698625,67.0,North America
Saint Vincent and the Grenadines,2022,970.0,102046.0,9505.517119730317,81.0,North America
Sudan,2022,33517.0,49383346.0,678.7105920283328,183.0,Africa
Suriname,2022,3631.0,623164.0,5826.716562574218,106.0,South America
Sweden,2022,579896.0,10486941.0,55296.96410039877,13.0,Europe
Switzerland,2022,828522.0,8777088.0,94396.00013125082,4.0,Europe
Syria,2022,,22462173.0,,,Asia
Tajikistan,2022,10493.0,10182222.0,1030.521628776116,169.0,Asia
Tanzania,2022,74173.0,64711821.0,1146.2048023652433,168.0,Africa
Thailand,2022,495645.0,71735329.0,6909.357033826387,93.0,Asia
Timor-Leste,2022,3209.0,1369295.0,2343.541749586466,144.0,
Togo,2022,8144.0,9089738.0,895.955416976815,175.0,Africa
Tonga,2022,515.0,105042.0,4902.800784448125,114.0,Oceania
Trinidad and Tobago,2022,28510.0,1365805.0,20874.136498255608,50.0,North America
Tunisia,2022,44596.0,12119334.0,3679.7401573386787,129.0,Africa
Turkey,2022,905800.0,84979913.0,10658.989495552907,75.0,Asia
Turkmenistan,2022,77963.0,7230193.0,10782.976332720302,74.0,Asia
Tuvalu,2022,61.0,9992.0,6104.883907125701,103.0,Oceania
Uganda,2022,47276.0,47312719.0,999.2239084800855,170.0,Africa
Ukraine,2022,161987.0,41048766.0,3946.208760575166,124.0,Europe
United Arab Emirates,2022,502732.0,10074977.0,49899.0717298908,19.0,Asia
United Kingdom,2022,3125404.0,67604000.0,46231.05141707591,23.0,Europe
United States,2022,26006900.0,334017321.0,77860.93224788184,7.0,North America
Uruguay,2022,70600.0,3390913.0,20820.351333107043,51.0,South America
Uzbekistan,2022,90125.0,34938955.0,2579.4990147816384,141.0,Asia
Vanuatu,2022,1072.0,313046.0,3424.4168588641924,134.0,Oceania
Venezuela,2022,89013.0,28213017.0,3155.0330118895117,136.0,South America
Vietnam,2022,411068.0,99680655.0,4123.84930656806,122.0,Asia
Palestine,2022,19166.0,5043612.0,3800.054405453869,127.0,Asia
Yemen,2022,23534.0,38222876.0,615.7045848669263,185.0,Asia
Zambia,2022,29164.0,20152938.0,1447.1339116906925,163.0,Africa
Zimbabwe,2022,32613.0,16069056.0,2029.552949470087,153.0,Africa
Afghanistan,2023,17248.0,41454761.0,416.0680120674197,192.0,Asia
Albania,2023,23388.0,2745972.0,8517.202651738618,86.0,Europe
Algeria,2023,247789.0,46164219.0,5367.555335442803,113.0,Africa
Andorra,2023,3786.0,80856.0,46823.98337785693,25.0,Europe
Angola,2023,109764.0,36749906.0,2986.7831498671044,138.0,Africa
Antigua and Barbuda,2023,2006.0,93316.0,21496.849414891338,54.0,North America
Argentina,2023,645511.0,45538401.0,14175.091479386814,66.0,South America
Armenia,2023,24086.0,2964300.0,8125.358432007557,88.0,Asia
Aruba,2023,3649.0,107359.0,33988.76666138843,32.0,North America
Australia,2023,1742461.0,26652777.0,65376.3395836764,11.0,Oceania
Austria,2023,512509.0,9131761.0,56123.78598169619,14.0,Europe
Azerbaijan,2023,72428.0,10153958.0,7132.982035182734,95.0,Asia
Bahamas,2023,14338.0,399440.0,35895.25335469658,30.0,North America
Bahrain,2023,46192.0,1577059.0,29289.963152932134,41.0,Asia
Bangladesh,2023,451534.0,171466990.0,2633.3581758214805,142.0,Asia
Barbados,2023,6721.0,282336.0,23804.96996486456,46.0,North America
Belarus,2023,71792.0,9178298.0,7821.929512421584,92.0,Europe
Belgium,2023,644968.0,11787423.0,54716.62466002959,16.0,Europe
Belize,2023,3067.0,411106.0,7460.363020729447,93.0,North America
Benin,2023,19679.0,14111034.0,1394.5824239386002,163.0,Africa
Bhutan,2023,2923.0,786385.0,3717.0088442683927,130.0,Asia
Bolivia,2023,45464.0,12244159.0,3713.117413780726,131.0,South America
Bosnia and Herzegovina,2023,27592.0,3185073.0,8662.909766903302,84.0,Europe
Botswana,2023,19411.0,2480244.0,7826.246127397143,91.0,Africa
Brazil,2023,2191137.0,211140729.0,10377.614069903111,82.0,South America
Brunei,2023,15095.0,458949.0,32890.36472462082,36.0,Asia
Bulgaria,2023,102434.0,6446596.0,15889.626091040915,63.0,Europe
Burkina Faso,2023,21181.0,23025776.0,919.8821355684169,177.0,Africa
Burundi,2023,4246.0,13689450.0,310.16585764950383,193.0,Africa
Cape Verde,2023,2588.0,522331.0,4954.71262475327,114.0,Africa
Cambodia,2023,43304.0,17423880.0,2485.324738232816,146.0,Asia
Cameroon,2023,49283.0,28372687.0,1736.9874062333258,156.0,Africa
Canada,2023,2173340.0,40083484.0,54220.33673519996,17.0,North America
Central African Republic,2023,2602.0,5152421.0,505.0053169180081,190.0,Africa
Chad,2023,18343.0,19319064.0,949.476641311401,175.0,Africa
Chile,2023,335627.0,19658835.0,17072.57830893845,61.0,South America
China,2023,18270351.0,1410710000.0,12951.174231415387,70.0,Asia
Colombia,2023,366292.0,52321152.0,7000.839736862063,96.0,South America
Comoros,2023,1335.0,850387.0,1569.8734811327079,161.0,Africa
Democratic Republic of the Congo,2023,64402.0,105789731.0,608.7736436346548,187.0,Africa
Republic of the Congo,2023,14169.0,6182885.0,2291.648639753125,148.0,Africa
Costa Rica,2023,86509.0,5105525.0,16944.192810729553,62.0,North America
Ivory Coast,2023,79630.0,31165654.0,2555.05628086611,144.0,Africa
Croatia,2023,84416.0,3859686.0,21871.209212355618,53.0,Europe
Cyprus,2023,33897.0,1344976.0,25202.680196523954,44.0,Asia
Czech Republic,2023,343207.0,10864042.0,31591.096573448445,39.0,Europe
Denmark,2023,407092.0,5946952.0,68453.89032902906,9.0,Europe
Djibouti,2023,3917.0,1152944.0,3397.389639045782,136.0,Africa
Dominica,2023,654.0,66510.0,9833.107803337844,83.0,North America
Dominican Republic,2023,120794.0,11331265.0,10660.239611376135,79.0,North America
Ecuador,2023,121147.0,17980083.0,6737.844313621911,99.0,South America
Egypt,2023,393828.0,114535772.0,3438.4716069316755,135.0,Africa
El Salvador,2023,34016.0,6309624.0,5391.129487272142,112.0,North America
Equatorial Guinea,2023,12339.0,1847549.0,6678.577942993664,100.0,Africa
Eritrea,2023,,3470390.0,,,Africa
Estonia,2023,41303.0,1370286.0,30141.88278943228,40.0,Europe
Eswatini,2023,4858.0,1230506.0,3947.9693719494257,125.0,Africa
Ethiopia,2023,159761.0,128691692.0,1241.4243492889968,167.0,Africa
Fiji,2023,5442.0,924145.0,5888.686299227935,108.0,Oceania
Finland,2023,295036.0,5583911.0,52836.80201922989,19.0,Europe
France,2023,3056880.0,68287487.0,44764.86299752106,26.0,Europe
Gabon,2023,20059.0,2484789.0,8072.71764322846,89.0,Africa
Gambia,2023,2345.0,2697845.0,869.2122786891018,179.0,Africa
Georgia,2023,30778.0,3715483.0,8283.714391910822,87.0,Asia
Germany,2023,4527009.0,83901923.0,53955.96236810925,18.0,Europe
Ghana,2023,80547.0,33787914.0,2383.899757765454,147.0,Africa
Greece,2023,243569.0,10405588.0,23407.519113768485,47.0,Europe
Grenada,2023,1325.0,117081.0,11316.951512200954,77.0,North America
Guatemala,2023,104436.0,18124838.0,5762.037707592201,110.0,North America
Guinea,2023,22750.0,14405468.0,1579.2614304512704,160.0,Africa
Guinea-Bissau,2023,2005.0,2153339.0,931.1121007885893,176.0,Africa
Guyana,2023,16919.0,826353.0,20474.30093434646,56.0,South America
Haiti,2023,19603.0,11637398.0,1684.4830777464172,158.0,North America
Honduras,2023,34229.0,10644851.0,3215.5452434233225,137.0,North America
Hong Kong,2023,381066.0,7536100.0,50565.41181778374,21.0,Asia
Hungary,2023,214098.0,9592186.0,22320.04258466214,51.0,Europe
Iceland,2023,31452.0,393349.0,79959.52703578756,8.0,Europe
India,2023,3638490.0,1438069596.0,2530.1209413789734,145.0,Asia
Indonesia,2023,1371169.0,281190067.0,4876.30667266778,116.0,Asia
Iran,2023,372820.0,90608707.0,4114.615607526548,122.0,Asia
Iraq,2023,270799.0,45074049.0,6007.869406185364,107.0,Asia
Ireland,2023,551554.0,5307600.0,103917.77828020198,2.0,Europe
Israel,2023,512185.0,9849000.0,52003.75672657123,20.0,Asia
Italy,2023,2305271.0,58993475.0,39076.71144986797,28.0,Europe
Jamaica,2023,19315.0,2839786.0,6801.568850610574,98.0,North America
Japan,2023,4213167.0,124516650.0,33836.17371652707,33.0,Asia
Jordan,2023,51161.0,11439213.0,4472.423059173739,118.0,Asia
Kazakhstan,2023,261840.0,20330104.0,12879.422554847728,71.0,Asia
Kenya,2023,108747.0,55339003.0,1965.1058765912353,154.0,Africa
Kiribati,2023,289.0,132530.0,2180.63834603486,149.0,Oceania
South Korea,2023,1839058.0,51712619.0,35563.041198899635,31.0,Asia
Kosovo,2023,10470.0,1682668.0,6222.261313580576,104.0,
Kuwait,2023,163716.0,4853420.0,33732.08994894322,34.0,Asia
Kyrgyzstan,2023,15187.0,7099750.0,2139.0894045564983,151.0,Asia
Laos,2023,14978.0,7664993.0,1954.0787578018662,155.0,Asia
Latvia,2023,42584.0,1877445.0,22681.88948278112,49.0,Europe
Lebanon,2023,23607.0,5773493.0,4088.8592053372195,123.0,Asia
Lesotho,2023,2213.0,2311472.0,957.3985754532177,174.0,Africa
Liberia,2023,4390.0,5493031.0,799.1944702296419,180.0,Africa
Libya,2023,43958.0,7305659.0,6016.979440184657,106.0,Africa
Lithuania,2023,79824.0,2871585.0,27797.88862248549,42.0,Europe
Luxembourg,2023,87599.0,666430.0,131445.16303287668,1.0,Europe
Macau,2023,45802.0,678800.0,67474.95580436064,10.0,Asia
Madagascar,2023,15870.0,31195932.0,508.72017543825905,189.0,Africa
Malawi,2023,13439.0,21104482.0,636.7841674578888,184.0,Africa
Malaysia,2023,399705.0,35126298.0,11379.081279786444,76.0,Asia
Maldives,2023,6581.0,525994.0,12511.549561401842,73.0,Asia
Mali,2023,21184.0,23769127.0,891.2401368380084,178.0,Africa
Malta,2023,22217.0,552747.0,40193.79571485689,27.0,Europe
Marshall Islands,2023,259.0,38827.0,6670.615808586808,101.0,Oceania
Mauritania,2023,10649.0,5022441.0,2120.2837425068806,152.0,Africa
Mauritius,2023,14101.0,1261041.0,11182.031353461149,78.0,Africa
Mexico,2023,1793799.0,129739759.0,13826.13174115731,67.0,North America
Federated States of Micronesia,2023,444.0,112630.0,3942.111338009411,126.0,Oceania
Moldova,2023,16751.0,2457783.0,6815.49184773432,97.0,Europe
Mongolia,2023,20315.0,3481145.0,5835.723590944934,109.0,Asia
Montenegro,2023,7532.0,623529.0,12079.630618623993,75.0,Europe
Morocco,2023,144438.0,37712505.0,3829.9762903578003,127.0,Africa
Mozambique,2023,20954.0,33635160.0,622.9790493043589,186.0,Africa
Myanmar,2023,61466.0,54133798.0,1135.445918647718,170.0,Asia
Namibia,2023,12402.0,2963095.0,4185.488484169424,121.0,Africa
Nauru,2023,152.0,11875.0,12800.0,72.0,Oceania
Nepal,2023,40907.0,29694614.0,1377.5898888599797,164.0,Asia
Netherlands,2023,1154694.0,17877117.0,64590.6160372503,12.0,Europe
New Zealand,2023,253436.0,5245000.0,48319.54242135367,24.0,Oceania
Nicaragua,2023,17820.0,6823613.0,2611.5197330212013,143.0,North America
Niger,2023,16809.0,26159867.0,642.5491383423317,183.0,Africa
Nigeria,2023,363816.0,227882945.0,1596.5038542046225,159.0,Africa
North Macedonia,2023,15772.0,1827816.0,8628.877304936603,85.0,Europe
Norway,2023,482950.0,5519594.0,87497.37752450633,4.0,Europe
Oman,2023,105896.0,5049269.0,20972.540777684848,55.0,Asia
Pakistan,2023,337754.0,247504495.0,1364.637842233936,165.0,Asia
Palau,2023,275.0,17727.0,15513.059175269364,64.0,Oceania
Panama,2023,83382.0,4458759.0,18700.719191147135,57.0,North America
Papua New Guinea,2023,30729.0,10389635.0,2957.6592440446657,140.0,Oceania
Paraguay,2023,43118.0,6844146.0,6299.982495990003,103.0,South America
Peru,2023,267482.0,33845617.0,7903.002625125729,90.0,South America
Philippines,2023,437055.0,114891199.0,3804.077281846454,128.0,Asia
Poland,2023,809706.0,36687353.0,22070.439369119926,52.0,Europe
Portugal,2023,289781.0,10578174.0,27394.23647219265,43.0,Europe
Puerto Rico,2023,117902.0,3203792.0,36800.76609218077,29.0,North America
Qatar,2023,213003.0,2656032.0,80195.94643438031,7.0,Asia
Romania,2023,350847.0,19059479.0,18408.00580120789,59.0,Europe
Russia,2023,2059762.0,143826130.0,14321.19462576098,65.0,Europe
Rwanda,2023,14331.0,13954471.0,1026.9826781681656,172.0,Africa
Samoa,2023,938.0,216663.0,4329.304034375967,119.0,Oceania
San Marino,2023,2003.0,33860.0,59155.34554046072,13.0,Europe
Sao Tome and Principe,2023,684.0,230871.0,2962.693452187585,139.0,Africa
Saudi Arabia,2023,1067583.0,33702731.0,31676.453756818697,38.0,Asia
Senegal,2023,30625.0,18077573.0,1694.0880282989315,157.0,Africa
Serbia,2023,81343.0,6623183.0,12281.557070067367,74.0,Europe
Seychelles,2023,2187.0,119773.0,18259.54096499211,60.0,Africa
Sierra Leone,2023,6397.0,8460512.0,756.1008128113286,181.0,Africa
Singapore,2023,505440.0,5917648.0,85412.31245927436,5.0,Asia
Slovakia,2023,132947.0,5426740.0,24498.501862996938,45.0,Europe
Slovenia,2023,69168.0,2120461.0,32619.321930467006,37.0,Europe
Solomon Islands,2023,1661.0,800005.0,2076.237023518603,153.0,Oceania
Somalia,2023,10969.0,18358615.0,597.4851588750023,188.0,Africa
South Africa,2023,380592.0,63212384.0,6020.84553558366,105.0,Africa
South Sudan,2023,7186.0,11483374.0,625.7742715686173,185.0,Africa
Spain,2023,1620558.0,48347910.0,33518.67743610841,35.0,Europe
Sri Lanka,2023,83723.0,22037000.0,3799.2013431955347,129.0,Asia
Saint Kitts and Nevis,2023,1056.0,46758.0,22584.370588990118,50.0,North America
Saint Lucia,2023,2430.0,179285.0,13553.838859915777,68.0,North America
Saint Vincent and the Grenadines,2023,1071.0,101323.0,10570.15682520257,81.0,North America
Sudan,2023,36998.0,50042791.0,739.3272689366986,182.0,Africa
Suriname,2023,3445.0,628886.0,5477.940358029913,111.0,South America
Sweden,2023,585490.0,10536632.0,55567.09202712973,15.0,Europe
Switzerland,2023,894867.0,8888093.0,100681.55227448678,3.0,Europe
Syria,2023,,23594623.0,,,Asia
Tajikistan,2023,11854.0,10389799.0,1140.9267879003241,169.0,Asia
Tanzania,2023,79138.0,66617606.0,1187.944220030963,168.0,Africa
Thailand,2023,515906.0,71702435.0,7195.097349204389,94.0,Asia
Timor-Leste,2023,2080.0,1384286.0,1502.5796692302024,162.0,
Togo,2023,9081.0,9304337.0,975.9964627248562,173.0,Africa
Tonga,2023,512.0,104597.0,4894.977867434057,115.0,Oceania
Trinidad and Tobago,2023,25489.0,1367510.0,18638.986186572674,58.0,North America
Tunisia,2023,48541.0,12200431.0,3978.629935286712,124.0,Africa
Turkey,2023,1130062.0,85325965.0,13244.057655837822,69.0,Asia
Turkmenistan,2023,77876.0,7364438.0,10574.601890870696,80.0,Asia
Tuvalu,2023,63.0,9816.0,6418.092909535452,102.0,Oceania
Uganda,2023,51934.0,48656601.0,1067.3577465881763,171.0,Africa
Ukraine,2023,178763.0,37732836.0,4737.597778232201,117.0,Europe
United Arab Emirates,2023,514130.0,10483751.0,49040.65348366248,23.0,Asia
United Kingdom,2023,3371118.0,68492000.0,49219.149681714654,22.0,Europe
United States,2023,27720725.0,336806231.0,82304.66793234594,6.0,North America
Uruguay,2023,77997.0,3388081.0,23020.996251270262,48.0,South America
Uzbekistan,2023,102634.0,35652307.0,2878.747790430504,141.0,Asia
Vanuatu,2023,1158.0,320409.0,3614.13068921285,133.0,Oceania
Venezuela,2023,102377.0,28300854.0,3617.4526747496734,132.0,South America
Vietnam,2023,433008.0,100352192.0,4314.883326116085,120.0,Asia
Palestine,2023,17848.0,5165775.0,3455.0478872966787,134.0,Asia
